label,rsi,macd,cci,is_above_sma50,is_above_ema50,is_above_sma100,is_above_ema100,volume,volatility,momentum,oversold,overbought,rsi_macd,close_mean_window,close_std_window,rsi_mean_window,rsi_std_window
1,56.28,17.18,-18.33,1,1,1,1,64622500.0,0.02,-11.697997999999984,0,0,966.83,714.06,45.2,65.33,7.73
1,54.99,15.49,-95.14,1,1,1,1,80318096.0,0.02,-3.1649779999999055,0,0,851.55,716.41,44.86,65.26,7.71
1,56.06,14.22,-55.69,1,1,1,1,62993000.0,0.02,3.02398699999992,0,0,797.35,718.73,44.51,65.16,7.66
1,58.42,13.6,7.55,1,1,1,1,72038496.0,0.02,5.825013000000013,0,0,794.35,721.01,43.9,65.05,7.64
1,67.66,15.55,213.64,1,1,1,1,141294000.0,0.02,33.031005999999934,0,0,1052.14,723.36,43.41,64.97,7.6
1,66.1,16.65,212.02,1,1,1,1,108579000.0,0.02,-3.8989870000000337,0,0,1100.29,725.85,42.85,64.98,7.61
1,68.67,18.16,169.02,1,1,1,1,87363104.0,0.02,10.880004999999983,0,0,1247.11,728.35,42.08,65.01,7.62
1,68.67,19.14,141.83,1,1,1,1,110608000.0,0.02,-0.21697999999992135,0,0,1314.74,731.01,40.9,65.21,7.56
1,58.67,18.05,58.08,1,1,1,1,154116000.0,0.02,-20.853026999999997,0,0,1059.23,733.79,39.74,65.45,7.55
1,61.11,17.65,58.59,1,1,1,1,60802400.0,0.02,7.9829710000000205,0,0,1078.51,737.1,39.58,65.81,7.77
1,64.43,18.1,87.88,1,1,1,1,129906000.0,0.02,11.703980000000001,0,0,1165.98,740.49,41.47,66.01,8.11
1,61.28,17.7,68.81,1,1,1,1,76543800.0,0.02,-7.147034000000076,0,0,1084.84,744.84,46.19,66.29,8.64
1,59.29,16.85,42.71,1,1,1,1,85919296.0,0.02,-4.330994000000032,0,0,998.99,748.85,48.72,66.45,8.78
1,59.74,16.1,34.25,1,1,1,1,67807600.0,0.02,1.2069700000000694,0,0,961.51,752.77,50.81,66.55,8.88
1,56.67,14.82,11.76,1,1,1,1,54962700.0,0.02,-6.128966999999989,0,0,839.94,756.53,53.61,66.56,8.9
1,55.04,13.39,-14.95,1,1,1,1,52601800.0,0.02,-3.402038999999945,0,0,736.93,760.54,57.45,66.58,8.92
1,56.56,12.41,-29.11,1,1,1,1,61888600.0,0.02,3.328979000000004,0,0,702.13,765.23,62.99,66.64,9.04
1,56.44,11.49,-56.61,1,1,1,1,68511104.0,0.02,-0.7249749999999722,0,0,648.71,769.48,68.04,66.61,8.99
1,60.55,11.44,33.73,1,1,1,1,84070800.0,0.02,9.40698199999997,0,0,693.04,773.73,71.75,66.67,9.06
1,64.52,12.16,147.48,1,1,1,1,80461904.0,0.02,10.727966000000038,0,0,784.58,778.04,75.11,66.75,9.15
1,70.59,14.27,254.73,1,1,1,1,127605000.0,0.02,20.398987000000034,0,1,1007.51,782.44,79.95,66.78,9.21
1,66.65,15.22,187.81,1,1,1,1,69547296.0,0.02,-7.092956999999956,0,0,1014.55,787.05,85.42,66.82,9.27
1,67.44,16.01,143.7,1,1,1,1,60557900.0,0.02,2.2340090000000146,0,0,1079.58,792.87,90.55,67.3,9.5
1,59.08,15.23,66.87,1,1,1,1,106363000.0,0.02,-14.693970000000036,0,0,900.05,800.27,100.96,67.8,9.94
1,60.98,14.89,64.0,1,1,1,1,116218000.0,0.02,5.504028000000062,0,0,908.13,805.35,103.76,67.83,9.92
1,62.31,14.77,70.31,1,1,1,1,96426096.0,0.02,3.9210199999999986,0,0,920.15,808.48,103.76,67.6,10.2
1,63.23,14.71,77.79,1,1,1,1,80111904.0,0.02,2.734008999999901,0,0,930.48,811.84,103.62,67.43,10.42
1,63.94,14.66,75.67,1,1,1,1,68705296.0,0.02,2.850035999999932,0,0,937.63,815.15,103.52,67.25,10.64
1,64.62,14.61,79.8,1,1,1,1,53843100.0,0.02,1.627014000000031,0,0,943.87,818.09,103.42,66.99,10.9
1,61.3,14.0,49.98,1,1,1,1,57313400.0,0.02,-5.020996000000082,0,0,858.3,821.24,103.17,66.79,11.11
0,65.34,14.19,90.41,1,1,1,1,76571000.0,0.02,10.046997000000033,0,0,927.41,822.24,102.43,66.38,11.75
1,65.52,14.22,129.73,1,1,1,1,81645600.0,0.02,-0.09094300000003841,0,0,931.64,823.88,101.32,66.12,12.16
1,65.88,14.15,116.5,1,1,1,1,75979000.0,0.01,1.4760129999999663,0,0,932.42,825.88,100.07,65.91,12.45
1,63.23,13.67,98.45,1,1,1,1,81580096.0,0.01,-1.981993999999986,0,0,864.17,827.74,98.83,65.68,12.77
1,66.18,13.68,120.77,1,1,1,1,83608200.0,0.01,5.943968999999925,0,0,905.07,829.54,97.67,65.42,13.08
1,68.54,14.0,154.29,1,1,1,1,78989800.0,0.01,5.662962999999991,0,0,959.52,830.98,97.04,65.02,13.37
1,68.28,14.07,137.54,1,1,1,1,60524400.0,0.01,-0.4779670000000351,0,0,960.66,833.71,96.81,64.81,13.45
1,69.2,14.14,129.23,1,1,1,1,74886400.0,0.01,2.021972000000005,0,0,978.3,835.93,96.45,64.52,13.56
1,72.41,14.68,153.27,1,1,1,1,99629296.0,0.01,8.628967999999986,0,1,1063.03,838.34,96.15,64.25,13.64
1,81.09,17.6,251.45,1,1,1,1,155576000.0,0.01,33.637024,0,1,1427.58,841.03,95.38,64.13,13.72
1,85.53,22.11,290.51,1,1,1,1,200027008.0,0.02,30.35998500000005,0,1,1890.98,844.03,95.0,64.03,13.77
1,90.23,29.97,262.79,1,1,1,1,275564000.0,0.02,57.09600899999998,0,1,2703.83,846.87,94.77,63.88,13.81
1,79.08,33.94,174.38,1,1,1,1,137727008.0,0.02,-23.357972000000018,0,1,2683.79,849.76,94.29,63.77,13.86
0,77.9,36.45,111.86,1,1,1,1,143664992.0,0.02,-3.46899499999995,0,1,2839.41,852.26,93.36,63.62,13.96
0,79.34,38.91,114.29,1,1,1,1,123771000.0,0.02,10.704956000000038,0,1,3087.31,854.88,92.44,63.49,14.03
0,82.14,42.44,114.92,1,1,1,1,167308000.0,0.02,24.843993999999952,0,1,3486.16,857.87,91.45,63.44,14.06
0,85.64,48.13,132.61,1,1,1,1,236630000.0,0.02,41.090026999999964,0,1,4121.95,860.94,90.3,63.43,14.07
0,84.63,51.84,119.89,1,1,1,1,199320000.0,0.02,-1.6279909999999518,0,1,4387.57,863.99,89.13,63.4,14.09
0,79.5,53.19,92.58,1,1,1,1,187474000.0,0.02,-11.296997000000033,0,1,4228.53,867.0,87.82,63.36,14.11
0,79.77,53.83,86.2,1,1,1,1,99135104.0,0.02,3.115966999999955,0,1,4294.33,869.87,86.64,63.26,14.15
0,83.08,56.48,111.97,1,1,1,1,147775008.0,0.02,34.66699200000005,0,1,4692.64,873.37,86.31,63.23,14.15
0,84.89,59.78,131.92,1,1,1,1,222184992.0,0.02,23.13299600000005,0,1,5074.77,876.83,86.65,63.13,14.12
0,86.36,63.45,139.18,1,1,1,1,185168000.0,0.02,22.239990000000034,0,1,5479.78,880.77,87.23,63.15,14.13
0,91.08,74.45,214.6,1,1,1,1,344945984.0,0.03,110.32995600000004,0,1,6780.31,884.97,88.16,63.19,14.14
1,61.77,70.94,91.7,1,1,1,1,510199008.0,0.05,-143.3499750000001,0,0,4381.99,889.63,88.88,63.39,14.17
1,48.54,58.51,-38.32,1,1,1,1,351876000.0,0.06,-112.03900099999998,0,0,2840.29,893.94,89.08,63.49,14.17
1,49.21,48.62,-121.78,1,1,1,1,279550016.0,0.07,5.0980220000000145,0,0,2392.75,898.37,89.43,63.6,14.19
1,49.51,40.52,-81.55,1,1,1,1,158715008.0,0.06,3.0239870000000337,0,0,2006.07,903.13,90.26,63.73,14.22
1,48.55,33.05,-100.87,1,1,1,1,141876992.0,0.06,-10.416016000000013,0,0,1604.4,907.89,90.92,63.85,14.26
1,49.16,27.2,-84.93,1,1,1,1,115808000.0,0.06,5.239013999999997,0,0,1337.39,911.49,89.9,63.7,14.3
1,36.56,11.95,-162.18,0,0,1,0,310928992.0,0.08,-130.35797100000002,0,0,436.92,915.08,88.51,63.58,14.35
1,40.01,2.02,-149.51,0,0,1,1,222326000.0,0.08,29.656004999999936,0,0,80.99,918.76,87.46,63.43,14.38
1,42.4,-4.25,-110.19,0,0,1,1,168968000.0,0.07,20.247009000000048,0,0,-180.14,922.35,86.17,63.27,14.41
1,41.88,-9.56,-86.09,0,0,1,1,93063296.0,0.07,-6.730042000000026,0,0,-400.31,925.77,84.62,63.06,14.46
1,42.34,-13.34,-78.4,0,0,1,1,71013600.0,0.07,3.6559449999999742,0,0,-564.87,929.49,82.98,62.95,14.49
1,43.73,-15.38,-63.2,0,0,1,1,82755200.0,0.06,9.750977000000034,0,0,-672.41,933.14,81.4,62.79,14.5
1,53.27,-10.7,-8.4,1,1,1,1,155095008.0,0.06,76.99200400000007,0,0,-569.96,937.01,80.13,62.66,14.49
1,50.69,-8.61,16.42,1,1,1,1,225676992.0,0.06,-22.755004999999983,0,0,-436.64,941.21,79.02,62.58,14.47
1,52.15,-5.89,49.67,1,1,1,1,105625000.0,0.06,10.737976000000003,0,0,-307.09,945.5,77.92,62.51,14.45
1,51.61,-4.01,56.07,1,1,1,1,86728400.0,0.05,-3.145996000000082,0,0,-206.94,949.55,76.69,62.35,14.39
1,54.91,-0.36,83.55,1,1,1,1,111158000.0,0.05,26.239990000000034,0,0,-19.56,953.57,76.99,62.13,14.2
1,55.26,2.74,90.19,1,1,1,1,116573000.0,0.05,2.4679569999999558,0,0,151.41,957.68,78.83,61.92,13.94
1,54.67,4.84,87.85,1,1,1,1,73588600.0,0.05,-4.486998999999969,0,0,264.77,960.89,81.28,61.63,13.51
1,50.24,4.18,59.13,1,1,1,1,111349000.0,0.05,-17.989990000000034,0,0,209.76,965.28,85.03,61.6,13.48
1,51.56,4.31,46.34,1,1,1,1,120831000.0,0.05,9.6179810000001,0,0,222.29,969.83,88.61,61.6,13.49
1,53.95,5.65,66.03,1,1,1,1,131958000.0,0.04,15.19097899999997,0,0,304.73,973.7,90.98,61.44,13.33
1,54.28,6.8,77.02,1,1,1,1,125594000.0,0.04,1.3909909999999854,0,0,369.32,977.5,94.06,61.28,13.13
1,54.57,7.78,80.07,1,1,1,1,68979600.0,0.04,1.7790529999999762,0,0,424.54,980.85,97.56,61.08,12.84
1,54.14,8.29,72.95,1,1,1,1,60851700.0,0.04,-2.5710449999999128,0,0,448.71,984.23,100.83,60.89,12.57
1,54.31,8.66,68.27,1,1,1,1,78227296.0,0.03,0.23101800000006278,0,0,470.39,988.52,105.29,60.86,12.53
1,62.46,12.85,218.82,1,1,1,1,164582000.0,0.03,49.444030999999995,0,0,802.4,993.23,110.46,60.86,12.53
1,64.97,17.46,287.42,1,1,1,1,150110000.0,0.03,18.08203100000003,0,0,1134.59,997.76,116.2,60.84,12.49
1,67.8,22.7,223.23,1,1,1,1,145820992.0,0.03,21.79901099999995,0,0,1539.02,1001.59,120.76,60.69,12.25
1,69.88,27.99,188.09,1,1,1,1,201278000.0,0.03,18.450012000000015,0,0,1955.88,1005.25,125.36,60.53,11.98
1,71.32,32.85,153.33,1,1,1,1,155064000.0,0.03,11.570067999999992,0,1,2342.65,1007.19,128.57,60.31,11.51
1,67.19,35.04,117.19,1,1,1,1,114208000.0,0.03,-16.180053999999927,0,0,2354.38,1010.63,131.52,60.35,11.52
1,68.55,37.22,102.6,1,1,1,1,111762000.0,0.03,9.75,0,0,2551.59,1014.69,131.95,60.39,11.49
1,71.3,40.36,106.43,1,1,1,1,146007008.0,0.03,21.20996100000002,0,1,2877.59,1019.28,133.06,60.5,11.41
1,71.5,42.49,99.46,1,1,1,1,201855008.0,0.03,0.75,0,1,3038.18,1022.65,132.88,60.44,11.48
1,55.07,38.2,30.05,1,1,1,1,407220000.0,0.04,-70.31695500000001,0,0,2103.49,1027.13,133.37,60.52,11.41
1,53.96,33.94,-27.5,1,1,1,1,190452000.0,0.04,-6.9580080000000635,0,0,1831.58,1032.27,134.73,60.67,11.32
1,56.56,31.48,-3.79,1,1,1,1,102261000.0,0.04,15.552002000000016,0,0,1780.85,1039.71,132.97,61.04,10.88
1,55.44,28.78,-14.13,1,1,1,1,67530000.0,0.04,-4.338990000000081,0,0,1595.26,1046.85,131.82,61.37,10.53
1,53.57,25.65,-58.97,1,1,1,1,100607000.0,0.04,-8.242980999999986,0,0,1373.9,1053.83,131.09,61.67,10.23
1,56.16,24.01,-42.64,1,1,1,1,137946000.0,0.03,12.815002999999933,0,0,1348.44,1059.88,128.54,61.84,9.99
1,56.7,22.69,-34.21,1,1,1,1,89759400.0,0.03,1.2699579999999742,0,0,1286.68,1064.45,124.84,61.84,9.98
0,60.34,22.99,16.66,1,1,1,1,122277000.0,0.03,19.78991700000006,0,0,1387.15,1066.78,121.71,61.67,10.39
0,63.44,24.46,71.24,1,1,1,1,136474000.0,0.03,20.089966000000004,0,0,1551.79,1068.89,120.01,61.45,10.7
0,64.75,25.99,99.68,1,1,1,1,99073504.0,0.03,5.2100829999999405,0,0,1682.5,1071.64,117.66,61.31,10.9
1,62.82,26.36,77.19,1,1,1,1,77423296.0,0.03,-6.8900149999999485,0,0,1656.34,1075.27,115.65,61.25,10.96
0,67.86,28.92,110.66,1,1,1,1,109478000.0,0.03,31.29003899999998,0,0,1962.58,1077.79,113.3,61.11,11.14
0,72.3,33.41,167.52,1,1,1,1,186868992.0,0.03,36.02001999999993,0,1,2415.81,1079.71,111.6,60.9,11.37
0,72.55,36.72,160.19,1,1,1,1,136100000.0,0.03,2.6398920000001453,0,1,2664.14,1079.92,111.31,60.58,11.81
0,77.53,42.83,178.01,1,1,1,1,189454000.0,0.03,49.449951000000056,0,1,3320.38,1080.77,110.27,60.32,12.1
0,78.13,47.68,159.78,1,1,1,1,330759008.0,0.03,0.9700929999999062,0,1,3725.21,1081.98,108.56,60.13,12.35
0,69.51,48.55,106.17,1,1,1,1,139960992.0,0.03,-26.570067999999992,0,0,3375.15,1084.35,106.11,60.05,12.42
0,71.9,50.39,94.89,1,1,1,1,116486000.0,0.03,20.929931000000124,0,1,3623.28,1086.47,103.99,59.93,12.52
0,73.45,52.43,102.62,1,1,1,1,131570000.0,0.03,16.189941999999974,0,1,3851.45,1088.44,101.9,59.79,12.63
0,73.45,53.44,97.9,1,1,1,1,184956000.0,0.03,-0.75,0,1,3925.16,1090.16,99.9,59.63,12.76
0,77.58,57.01,115.29,1,1,1,1,229056992.0,0.03,42.45996100000002,0,1,4422.75,1092.66,97.44,59.55,12.81
0,79.84,61.43,139.39,1,1,1,1,368275008.0,0.03,26.32995600000004,0,1,4904.8,1095.28,94.84,59.49,12.84
0,81.53,66.11,155.2,1,1,1,1,315739008.0,0.03,24.280029000000013,0,1,5389.86,1097.44,93.44,59.32,12.87
0,75.87,67.43,120.12,1,1,1,1,183270000.0,0.03,-22.280029999999897,0,1,5116.27,1099.98,92.54,59.18,12.85
0,76.91,68.66,107.44,1,1,1,1,134127000.0,0.03,12.829956000000038,0,1,5280.91,1101.97,91.92,58.98,12.81
0,77.41,69.3,105.56,1,1,1,1,153656992.0,0.03,5.3599850000000515,0,1,5364.43,1103.53,91.48,58.72,12.75
0,64.42,65.07,46.81,1,1,1,1,291256000.0,0.03,-49.66992200000004,0,0,4191.73,1105.82,91.69,58.53,12.64
1,50.73,55.15,-48.4,1,1,1,1,332603008.0,0.03,-73.22998000000007,0,0,2798.1,1108.27,91.56,58.39,12.59
0,56.0,49.83,-54.66,1,1,1,1,212283008.0,0.03,38.140014000000065,0,0,2790.27,1110.53,91.5,58.23,12.52
1,46.1,39.36,-85.88,1,1,1,1,563795968.0,0.05,-72.64001400000006,0,0,1814.45,1112.6,91.8,58.05,12.41
1,53.41,35.42,-77.7,1,1,1,1,283320000.0,0.05,59.510009999999966,0,0,1891.84,1114.64,92.05,57.86,12.29
0,58.12,35.57,-7.99,1,1,1,1,227176000.0,0.04,44.760009999999966,0,0,2067.28,1118.09,91.42,57.97,12.3
0,59.15,36.12,24.02,1,1,1,1,380276992.0,0.04,10.140014999999948,0,0,2136.48,1121.56,90.44,58.09,12.29
0,59.96,36.79,30.34,1,1,1,1,245306000.0,0.04,7.839966000000004,0,0,2205.67,1124.26,89.33,58.07,12.29
0,60.95,37.65,47.92,1,1,1,1,297804992.0,0.04,9.449951000000056,0,0,2295.16,1127.02,88.0,58.07,12.29
0,52.01,32.98,-39.1,1,1,1,1,638568000.0,0.04,-63.51989700000013,0,0,1714.96,1130.0,86.36,58.11,12.28
1,42.49,21.95,-146.94,0,0,1,1,706598976.0,0.05,-79.93005399999993,0,0,932.53,1132.93,85.06,58.14,12.28
1,33.08,2.97,-241.11,0,0,0,0,621302016.0,0.06,-125.87194800000009,0,0,98.33,1135.98,83.81,58.18,12.28
1,40.18,-6.91,-175.73,0,0,1,1,406648000.0,0.06,60.01001000000008,0,0,-277.57,1139.0,83.15,58.2,12.29
1,42.02,-13.18,-119.49,0,0,1,1,286529984.0,0.06,16.989990000000034,0,0,-553.66,1141.69,82.75,58.17,12.27
1,48.5,-12.65,-55.17,1,1,1,1,337391008.0,0.05,65.18005399999993,0,0,-613.27,1144.56,82.71,58.16,12.27
1,42.94,-17.78,-80.04,0,0,1,1,380840992.0,0.06,-71.51000900000008,0,0,-763.52,1147.41,82.32,58.15,12.27
1,42.17,-22.45,-83.89,0,0,1,1,248540000.0,0.06,-11.46008299999994,0,0,-946.49,1149.9,82.54,58.09,12.23
1,35.59,-33.91,-121.93,0,0,0,0,491038016.0,0.07,-100.92993100000001,0,0,-1206.71,1151.41,82.74,57.85,12.08
1,39.16,-39.69,-116.16,0,0,0,0,435803008.0,0.07,36.239014,0,0,-1553.93,1153.58,83.57,57.71,11.96
1,38.76,-44.24,-85.65,0,0,0,0,303668000.0,0.07,-7.290038999999979,0,0,-1714.89,1155.2,84.77,57.53,11.74
1,46.4,-41.01,-44.6,0,0,1,1,372535008.0,0.06,73.71502699999996,0,0,-1902.6,1156.96,86.27,57.37,11.51
1,46.52,-37.89,-14.13,0,0,1,1,326332000.0,0.06,2.570067999999992,0,0,-1762.86,1159.81,88.67,57.41,11.57
1,45.92,-35.59,-11.35,0,0,1,1,298457984.0,0.06,-6.1099850000000515,0,0,-1634.49,1162.29,90.91,57.42,11.57
1,44.74,-34.47,-1.6,0,0,1,1,352968992.0,0.06,-15.779907000000094,0,0,-1542.22,1164.62,93.15,57.4,11.55
1,49.42,-29.57,68.34,0,0,1,1,447287008.0,0.05,45.15002400000003,0,0,-1461.42,1167.37,96.05,57.43,11.6
1,50.29,-24.71,98.85,0,1,1,1,289633984.0,0.05,8.790038999999979,0,0,-1242.43,1170.63,101.2,57.49,11.71
1,52.47,-18.88,115.45,0,1,1,1,514187008.0,0.05,21.56005899999991,0,0,-990.95,1173.94,107.0,57.54,11.81
1,56.44,-10.79,155.2,1,1,1,1,580444032.0,0.05,40.860107999999855,0,0,-608.76,1177.47,113.72,57.6,11.93
1,55.18,-5.16,147.19,1,1,1,1,436310016.0,0.05,-12.270019999999931,0,0,-284.73,1182.1,122.36,57.77,12.29
1,54.14,-1.37,107.12,1,1,1,1,414784000.0,0.05,-9.359985999999935,0,0,-74.11,1186.83,130.97,57.95,12.63
1,59.74,6.24,131.38,1,1,1,1,511222016.0,0.04,56.86999500000002,0,0,372.51,1191.84,139.87,58.13,12.98
1,58.97,11.66,121.12,1,1,1,1,317022016.0,0.04,-2.0399170000000595,0,0,687.63,1197.96,149.14,58.53,13.55
1,58.83,15.7,104.86,1,1,1,1,209312000.0,0.04,3.299927000000025,0,0,923.86,1207.36,163.44,59.21,14.17
1,60.07,19.64,104.04,1,1,1,1,242343008.0,0.04,11.300048999999944,0,0,1179.85,1216.65,177.84,59.81,14.8
1,59.95,22.45,92.06,1,1,1,1,215883008.0,0.04,-0.17004399999996167,0,0,1345.53,1227.64,191.73,60.58,15.29
1,61.93,25.81,100.44,1,1,1,1,216182000.0,0.04,17.550048999999944,0,0,1598.52,1238.67,207.41,61.24,15.84
1,61.08,27.79,92.3,1,1,1,1,288702016.0,0.03,-4.440063999999893,0,0,1697.26,1246.91,216.5,61.49,15.92
1,55.61,26.54,47.99,1,1,1,1,351968992.0,0.03,-31.739990999999918,0,0,1475.61,1256.31,227.97,61.79,16.03
1,55.31,25.11,32.11,1,1,1,1,254827008.0,0.03,-2.7899170000000595,0,0,1389.08,1265.63,238.67,62.07,16.15
1,56.04,24.11,29.53,1,1,1,1,203559008.0,0.03,5.219970999999987,0,0,1351.2,1273.65,246.21,62.18,16.17
1,57.6,23.88,39.2,1,1,1,1,183231008.0,0.03,10.329956000000038,0,0,1375.55,1282.61,252.9,62.44,16.13
1,59.23,24.31,60.05,1,1,1,1,253206000.0,0.03,10.660033999999996,0,0,1439.73,1294.72,261.56,62.94,15.97
1,61.8,25.78,143.23,1,1,1,1,270524000.0,0.03,17.90002400000003,0,0,1593.16,1309.72,268.98,63.62,15.56
1,61.48,26.53,146.68,1,1,1,1,288060992.0,0.03,-1.839966000000004,0,0,1630.85,1325.31,280.21,64.26,15.38
1,64.23,28.31,176.1,1,1,1,1,315108000.0,0.03,18.0,0,0,1818.43,1342.2,294.31,64.9,15.26
1,62.43,28.83,132.57,1,1,1,1,272167008.0,0.03,-7.369995000000017,0,0,1799.63,1357.29,306.12,65.37,15.18
1,63.93,29.67,113.57,1,1,1,1,249320000.0,0.03,9.0,0,0,1896.69,1375.72,320.75,65.98,15.01
1,57.66,28.04,61.2,1,1,1,1,258951008.0,0.03,-24.71008299999994,0,0,1616.85,1396.74,339.73,66.66,14.85
1,64.27,29.87,126.92,1,1,1,1,235806000.0,0.03,40.52001900000005,0,0,1919.6,1421.43,359.92,67.48,14.49
1,66.29,32.18,168.99,1,1,1,1,242556000.0,0.02,15.040038999999979,0,0,2133.56,1443.27,372.45,68.06,14.04
1,68.26,34.87,176.79,1,1,1,1,329631008.0,0.02,15.089966000000004,0,0,2380.59,1463.53,379.63,68.52,13.51
1,72.35,39.51,190.56,1,1,1,1,449196992.0,0.02,35.849975000000086,0,1,2858.41,1479.81,382.7,68.7,13.28
1,72.01,42.59,159.62,1,1,1,1,527488992.0,0.02,-1.2600099999999657,0,1,3066.83,1497.98,388.1,68.95,13.0
1,72.6,44.94,136.35,1,1,1,1,422705984.0,0.02,3.950072999999975,0,1,3262.73,1517.91,395.33,69.26,12.66
1,75.35,48.36,130.59,1,1,1,1,413115008.0,0.02,26.02001999999993,0,1,3643.5,1536.75,398.88,69.51,12.31
1,81.11,56.36,178.63,1,1,1,1,713624000.0,0.02,73.29992700000003,0,1,4571.44,1556.66,405.54,69.75,12.05
1,82.93,64.48,183.64,1,1,1,1,477337984.0,0.03,31.78991700000006,0,1,5347.32,1578.42,415.07,70.04,11.79
1,84.82,73.08,171.35,1,1,1,1,583795968.0,0.03,36.30993699999999,0,1,6197.96,1601.15,426.36,70.32,11.56
1,86.81,82.78,178.82,1,1,1,1,933548992.0,0.03,46.950072999999975,0,1,7186.11,1623.63,437.85,70.55,11.42
1,87.48,90.85,148.55,1,1,1,1,946035968.0,0.03,14.579956000000038,0,1,7947.36,1646.23,447.59,70.79,11.25
1,88.31,98.0,118.95,1,1,1,1,582529984.0,0.03,21.989990000000034,0,1,8654.66,1671.84,461.72,71.12,11.04
1,88.92,103.92,109.88,1,1,1,1,1080029952.0,0.03,17.239990000000034,0,1,9240.34,1699.39,481.74,71.42,10.98
1,92.06,117.47,139.28,1,1,1,1,1340320000.0,0.03,126.42993200000001,0,1,10814.84,1724.88,494.62,71.61,10.86
1,92.63,129.31,155.43,1,1,1,1,1167920000.0,0.03,31.469970000000103,0,1,11977.86,1751.6,508.29,71.82,10.73
1,93.16,139.64,128.86,1,1,1,1,915723008.0,0.03,30.60998500000005,0,1,13008.17,1778.42,521.05,72.03,10.62
1,94.04,151.04,137.4,1,1,1,1,799489984.0,0.03,68.19995100000006,0,1,14204.06,1807.28,536.29,72.27,10.51
1,73.39,148.34,91.59,1,1,1,1,740984000.0,0.04,-121.52001999999993,0,1,10886.91,1836.02,550.27,72.49,10.43
1,76.93,150.97,76.35,1,1,1,1,579635008.0,0.04,81.79003899999998,0,1,11613.96,1859.94,553.88,72.46,10.47
1,77.09,151.62,87.68,1,1,1,1,437196000.0,0.04,8.050048999999944,0,1,11689.12,1885.31,557.16,72.55,10.35
1,67.99,144.79,51.92,1,1,1,1,731529024.0,0.04,-70.00988700000016,0,0,9844.63,1907.26,554.78,72.5,10.44
1,67.51,137.46,34.32,1,1,1,1,959044992.0,0.04,-7.25,0,0,9280.07,1928.44,550.91,72.41,10.6
1,72.96,138.51,64.02,1,1,1,1,1064729984.0,0.05,112.35998599999994,0,1,10106.09,1950.34,547.32,72.33,10.74
1,75.1,141.7,122.31,1,1,1,1,894321024.0,0.05,69.95007299999997,0,1,10641.22,1974.3,545.65,72.3,10.78
1,78.71,150.49,199.98,1,1,1,1,1157289984.0,0.04,90.339966,0,1,11845.19,1996.22,541.33,72.15,10.98
1,81.54,163.4,219.2,1,1,1,1,961336000.0,0.04,100.48999000000003,0,1,13323.21,2018.83,536.74,72.03,11.13
1,76.62,168.18,176.01,1,1,1,1,1147859968.0,0.04,-25.830077999999958,0,1,12886.28,2043.3,534.16,71.94,11.22
1,80.47,180.55,177.34,1,1,1,1,1942220032.0,0.05,130.20996100000002,0,1,14529.61,2067.35,529.57,71.86,11.31
1,83.69,199.92,171.04,1,1,1,1,1378749952.0,0.05,128.85986300000013,0,1,16731.18,2091.51,524.41,71.76,11.41
1,85.8,222.64,177.77,1,1,1,1,1725379968.0,0.05,122.26977600000009,0,1,19103.02,2116.72,518.11,71.78,11.38
1,74.17,226.85,144.14,1,1,1,1,2406700032.0,0.06,-141.26000999999997,0,1,16824.39,2138.99,509.37,71.59,11.6
1,66.94,219.37,78.17,1,1,1,1,1763480064.0,0.08,-118.46997099999999,0,0,14684.08,2160.69,499.64,71.36,11.86
1,57.34,197.97,1.08,1,1,1,1,1700480000.0,0.09,-157.4000249999999,0,0,11351.18,2180.32,487.89,71.01,12.25
1,61.58,188.28,30.21,1,1,1,1,1147139968.0,0.09,101.71997099999999,0,0,11594.02,2200.56,477.0,70.65,12.54
1,64.8,186.5,43.89,1,1,1,1,994625024.0,0.08,96.18017499999996,0,0,12084.56,2221.19,465.19,70.31,12.77
1,60.42,176.59,26.47,1,1,1,1,1443970048.0,0.09,-79.89013599999998,0,0,10669.56,2241.15,451.89,69.93,13.04
1,64.04,175.66,38.77,1,1,1,1,1544829952.0,0.08,99.21997099999999,0,0,11249.34,2259.72,437.62,69.47,13.35
1,67.54,182.62,97.71,1,1,1,1,1653180032.0,0.08,119.5498050000001,0,0,12334.37,2276.33,424.3,68.87,13.63
1,69.65,192.43,119.48,1,1,1,1,1317030016.0,0.07,84.52001999999993,0,0,13403.34,2293.6,411.47,68.31,13.74
1,70.35,200.05,127.98,1,1,1,1,1514950016.0,0.07,21.630126999999902,0,1,14072.9,2311.21,399.31,67.76,13.74
1,70.12,203.47,110.1,1,1,1,1,1355120000.0,0.07,-35.97998000000007,0,1,14266.93,2328.65,388.04,67.22,13.63
0,74.5,217.79,138.07,1,1,1,1,1369309952.0,0.06,174.4101569999998,0,1,16224.91,2345.8,376.24,66.66,13.48
0,78.0,240.59,190.55,1,1,1,1,2089609984.0,0.06,172.35986300000013,0,1,18766.27,2362.69,364.16,66.09,13.28
0,70.28,245.26,127.6,1,1,1,1,1517709952.0,0.07,-137.219971,0,1,17237.39,2377.8,350.72,65.43,13.14
0,71.96,251.99,105.85,1,1,1,1,1281170048.0,0.06,85.1301269999999,0,1,18132.33,2391.7,341.02,64.76,12.79
